Account Length,International Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,International Mins,International Calls,CustServ Calls,Churn,Total Mins,Total Calls,Avg Day Call Duration,Avg Eve Call Duration,Avg Night Call Duration,Avg International Call Duration,Avg Call Duration,CustServ Calls Ratio,International Mins Ratio,International Calls Ratio,VMail Message Ratio,High CustServ Calls,High Total Mins,High Total Calls,Tenure Category Numeric,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,AreaCode_415,AreaCode_510
65,0,0,0.0,129.1,137,228.5,83.0,208.8,111,12.7,6.0,4,1,579.1000000000001,337,0.9423357664233576,2.753012048192771,1.8810810810810812,2.1166666666666667,1.71839762611276,0.011869436201780416,0.021930581937489202,0.017804154302670624,0.0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
74,0,0,0.0,187.7,127,163.4,148.0,196.0,94,9.1,5.0,0,0,556.2,374,1.4779527559055117,1.104054054054054,2.0851063829787235,1.8199999999999998,1.4871657754010696,0.0,0.016361021215390147,0.013368983957219251,0.0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
168,0,0,0.0,128.8,96,104.9,71.0,141.1,128,11.2,2.0,1,0,386.0,297,1.3416666666666668,1.4774647887323944,1.10234375,5.6,1.2996632996632997,0.003367003367003367,0.029015544041450774,0.006734006734006734,0.0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,0,0,0.0,156.6,88,247.6,75.0,192.3,115,12.3,5.0,3,0,608.8,283,1.7795454545454545,3.3013333333333335,1.6721739130434783,2.46,2.151236749116608,0.01060070671378092,0.02020367936925099,0.0176678445229682,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
62,0,0,0.0,120.7,70,307.2,76.0,203.0,99,13.1,6.0,4,0,644.0,251,1.7242857142857144,4.042105263157895,2.0505050505050506,2.183333333333333,2.5657370517928286,0.01593625498007968,0.020341614906832298,0.02390438247011952,0.0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
161,0,0,0.0,332.9,67,317.8,97.0,160.6,128,5.4,9.0,4,1,816.7,301,4.96865671641791,3.2762886597938143,1.2546875,0.6000000000000001,2.7132890365448508,0.013289036544850499,0.006611975021427697,0.029900332225913623,0.0,1,1,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
85,0,1,27.0,196.4,139,280.9,90.0,89.3,75,13.8,4.0,1,0,580.3999999999999,308,1.41294964028777,3.121111111111111,1.1906666666666665,3.45,1.8844155844155839,0.003246753246753247,0.023776705720192977,0.012987012987012988,0.5192307692307693,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,0,0,0.0,190.7,114,218.2,111.0,129.6,121,8.1,3.0,3,0,546.6,349,1.6728070175438596,1.9657657657657657,1.071074380165289,2.6999999999999997,1.566189111747851,0.008595988538681949,0.014818880351262349,0.008595988538681949,0.0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
76,0,1,33.0,189.7,66,212.8,65.0,165.7,108,10.0,5.0,1,0,578.2,244,2.874242424242424,3.273846153846154,1.5342592592592592,2.0,2.3696721311475413,0.004098360655737705,0.017295053614666205,0.020491803278688523,0.6346153846153846,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
73,0,0,0.0,224.4,90,159.5,88.0,192.8,74,13.0,2.0,1,0,589.7,254,2.493333333333333,1.8125,2.6054054054054054,6.5,2.321653543307087,0.003937007874015748,0.022045107681872136,0.007874015748031496,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
147,0,0,0.0,155.1,117,239.7,93.0,208.8,133,10.6,4.0,0,0,614.1999999999999,347,1.3256410256410256,2.5774193548387094,1.5699248120300753,2.65,1.7700288184438038,0.0,0.017258222077499188,0.011527377521613832,0.0,0,0,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
77,0,0,0.0,62.4,89,169.9,121.0,209.6,64,5.7,6.0,5,1,447.59999999999997,280,0.701123595505618,1.4041322314049587,3.275,0.9500000000000001,1.5985714285714285,0.017857142857142856,0.012734584450402146,0.02142857142857143,0.0,1,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,0,0,0.0,183.0,112,72.9,99.0,181.8,78,9.5,10.5,0,0,447.20000000000005,308,1.6339285714285714,0.7363636363636364,2.330769230769231,0.5,1.451948051948052,0.0,0.0212432915921288,0.06168831168831169,0.0,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
111,0,0,0.0,110.4,103,137.3,102.0,189.6,105,7.7,6.0,2,0,445.0,316,1.071844660194175,1.3460784313725491,1.8057142857142856,1.2833333333333334,1.4082278481012658,0.006329113924050633,0.017303370786516854,0.0189873417721519,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
132,0,0,0.0,81.1,86,245.2,72.0,237.0,115,10.3,2.0,0,0,573.5999999999999,275,0.9430232558139534,3.4055555555555554,2.0608695652173914,5.15,2.0858181818181816,0.0,0.017956764295676435,0.007272727272727273,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
174,0,0,0.0,124.3,76,277.1,112.0,250.7,115,15.5,5.0,3,0,667.6,308,1.6355263157894737,2.474107142857143,2.1799999999999997,3.1,2.1675324675324674,0.00974025974025974,0.02321749550629119,0.016233766233766232,0.0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
57,0,1,39.0,213.0,115,191.1,112.0,182.7,115,9.5,3.0,0,0,596.3,345,1.8521739130434782,1.70625,1.5886956521739128,3.1666666666666665,1.728405797101449,0.0,0.01593157806473252,0.008695652173913044,0.75,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
54,0,0,0.0,134.3,73,155.5,100.0,102.1,68,14.7,4.0,3,0,406.59999999999997,245,1.8397260273972604,1.555,1.5014705882352941,3.675,1.6595918367346938,0.012244897959183673,0.03615346778160354,0.0163265306122449,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,0,0,0.0,190.0,109,258.2,84.0,181.5,102,6.3,6.0,0,0,636.0,301,1.7431192660550459,3.0738095238095235,1.7794117647058822,1.05,2.1129568106312293,0.0,0.00990566037735849,0.019933554817275746,0.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
49,0,0,0.0,119.3,117,215.1,109.0,178.7,90,11.1,1.0,1,0,524.1999999999999,317,1.0196581196581196,1.973394495412844,1.9855555555555555,11.1,1.6536277602523657,0.0031545741324921135,0.021175123998473867,0.0031545741324921135,0.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
142,0,0,0.0,84.8,95,136.7,63.0,250.5,148,14.2,6.0,2,0,486.2,312,0.8926315789473684,2.1698412698412697,1.6925675675675675,2.3666666666666667,1.5583333333333333,0.00641025641025641,0.029206088029617442,0.019230769230769232,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
75,0,0,0.0,226.1,105,201.5,107.0,246.2,98,10.3,5.0,1,0,684.0999999999999,315,2.1533333333333333,1.8831775700934579,2.5122448979591834,2.06,2.1717460317460313,0.0031746031746031746,0.015056278321882768,0.015873015873015872,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
172,0,0,0.0,212.0,121,31.2,115.0,293.3,78,12.6,10.0,3,0,549.1,324,1.7520661157024793,0.271304347826087,3.76025641025641,1.26,1.694753086419753,0.009259259259259259,0.022946639956292113,0.030864197530864196,0.0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,0,0,0.0,249.6,118,252.4,119.0,280.2,90,11.8,3.0,1,1,794.0,330,2.1152542372881356,2.1210084033613446,3.1133333333333333,3.9333333333333336,2.4060606060606062,0.0030303030303030303,0.014861460957178841,0.00909090909090909,0.0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,0,1,25.0,176.8,94,195.0,75.0,213.5,116,8.3,4.0,0,0,593.5999999999999,289,1.8808510638297873,2.6,1.8405172413793103,2.075,2.0539792387543248,0.0,0.01398247978436658,0.01384083044982699,0.4807692307692308,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,0,1,37.0,220.0,80,217.3,102.0,152.8,71,14.7,6.0,3,0,604.8000000000001,259,2.75,2.130392156862745,2.1521126760563383,2.4499999999999997,2.3351351351351353,0.011583011583011582,0.024305555555555552,0.023166023166023165,0.7115384615384616,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36,0,1,30.0,146.3,128,162.5,80.0,129.3,109,14.5,6.0,0,0,452.6,323,1.14296875,2.03125,1.186238532110092,2.4166666666666665,1.4012383900928793,0.0,0.032037118868758284,0.018575851393188854,0.5769230769230769,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,0,0,0.0,130.8,64,223.7,116.0,227.8,108,10.0,5.0,1,0,592.3,293,2.04375,1.928448275862069,2.109259259259259,2.0,2.0215017064846417,0.0034129692832764505,0.01688333614722269,0.017064846416382253,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
136,1,1,33.0,203.9,106,187.6,99.0,101.7,107,10.5,6.0,3,0,503.7,318,1.9235849056603773,1.894949494949495,0.9504672897196262,1.75,1.5839622641509434,0.009433962264150943,0.02084574151280524,0.018867924528301886,0.6346153846153846,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
149,0,0,0.0,140.4,94,271.8,92.0,188.3,108,11.1,9.0,1,0,611.6,303,1.4936170212765958,2.9543478260869565,1.7435185185185187,1.2333333333333334,2.0184818481848184,0.0033003300330033004,0.01814911706998038,0.0297029702970297,0.0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,0,0,0.0,126.3,102,166.8,85.0,187.8,135,9.4,2.0,3,0,490.3,324,1.238235294117647,1.9623529411764706,1.3911111111111112,4.7,1.5132716049382717,0.009259259259259259,0.019171935549663472,0.006172839506172839,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,1,1,41.0,173.1,85,203.9,107.0,122.2,78,14.6,10.5,0,1,513.8,285,2.0364705882352943,1.905607476635514,1.5666666666666667,0.9733333333333333,1.8028070175438595,0.0,0.02841572596340989,0.05263157894736842,0.7884615384615384,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0,0,0.0,124.8,82,282.2,98.0,311.5,78,10.0,4.0,2,0,728.5,262,1.5219512195121951,2.8795918367346935,3.9935897435897436,2.5,2.780534351145038,0.007633587786259542,0.013726835964310227,0.015267175572519083,0.0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
160,0,0,0.0,85.8,77,165.3,110.0,178.5,92,9.2,4.0,3,0,438.8,283,1.1142857142857143,1.502727272727273,1.940217391304348,2.3,1.550530035335689,0.01060070671378092,0.02096627164995442,0.014134275618374558,0.0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
64,0,0,0.0,154.0,67,225.8,118.0,265.3,86,3.5,3.0,1,0,648.6,274,2.298507462686567,1.9135593220338984,3.084883720930233,1.1666666666666667,2.367153284671533,0.0036496350364963502,0.005396238051187172,0.010948905109489052,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
59,0,1,28.0,120.9,97,213.0,92.0,163.1,116,8.5,5.0,2,0,505.5,310,1.2463917525773196,2.3152173913043477,1.4060344827586206,1.7,1.6306451612903226,0.0064516129032258064,0.016815034619188922,0.016129032258064516,0.5384615384615384,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,0,0,0.0,211.3,120,162.6,122.0,134.7,118,13.2,5.0,3,0,521.8,365,1.7608333333333335,1.3327868852459015,1.1415254237288135,2.6399999999999997,1.4295890410958902,0.00821917808219178,0.025297048677654276,0.0136986301369863,0.0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
142,0,0,0.0,187.0,133,134.6,74.0,242.2,127,7.4,5.0,2,0,571.1999999999999,339,1.406015037593985,1.8189189189189188,1.9070866141732283,1.48,1.6849557522123892,0.0058997050147492625,0.012955182072829134,0.014749262536873156,0.0,0,0,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,0,0,0.0,159.1,114,231.3,117.0,143.2,91,8.8,3.0,5,1,542.3999999999999,325,1.3956140350877193,1.976923076923077,1.5736263736263736,2.9333333333333336,1.6689230769230765,0.015384615384615385,0.01622418879056048,0.009230769230769232,0.0,1,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
97,0,1,24.0,133.2,135,217.2,58.0,70.6,79,11.0,3.0,1,0,432.0,275,0.9866666666666666,3.7448275862068963,0.8936708860759492,3.6666666666666665,1.5709090909090908,0.0036363636363636364,0.02546296296296296,0.01090909090909091,0.46153846153846156,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
52,0,0,0.0,191.9,108,269.8,96.0,236.8,87,7.8,5.0,3,0,706.3,296,1.776851851851852,2.810416666666667,2.72183908045977,1.56,2.3861486486486485,0.010135135135135136,0.011043465949313323,0.016891891891891893,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,0,0,0.0,220.6,57,211.1,115.0,249.0,129,6.8,3.0,1,0,687.5,304,3.8701754385964913,1.8356521739130434,1.930232558139535,2.2666666666666666,2.2615131578947367,0.003289473684210526,0.00989090909090909,0.009868421052631578,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,0,0,0.0,186.1,112,190.2,66.0,282.8,57,11.4,6.0,2,0,670.4999999999999,241,1.6616071428571428,2.881818181818182,4.96140350877193,1.9000000000000001,2.782157676348547,0.008298755186721992,0.01700223713646533,0.024896265560165973,0.0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
96,0,0,0.0,160.2,117,267.5,67.0,228.5,68,9.3,5.0,2,0,665.5,257,1.369230769230769,3.9925373134328357,3.360294117647059,1.86,2.5894941634241246,0.007782101167315175,0.013974455296769347,0.019455252918287938,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
87,0,0,0.0,151.0,83,219.7,116.0,203.9,127,9.7,3.0,5,1,584.3000000000001,329,1.819277108433735,1.8939655172413792,1.6055118110236222,3.233333333333333,1.775987841945289,0.015197568389057751,0.01660106109875064,0.00911854103343465,0.0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
